customer_master_id,bu_id,engagement_id,customer_master_as_of_date_id,customer_account_cd,customer_account_name,customer_group,customer_physical_street_addr1,customer_physical_street_addr2,customer_physical_city,customer_physical_state_province,customer_physical_country,customer_physical_zip_code,customer_tax_id,customer_billing_address1,customer_billing_address2,customer_billing_city,customer_billing_state_province,customer_billing_country,customer_billing_zip_code,payment_terms_desc,payment_terms_days,bank_name,bank_account_no,beneficiary,active_ind,active_ind_change_date_id,credit_limit_curr_cd,transaction_credit_limit,overall_credit_limit,ey_related_party,created_by_id,created_date_id,created_time_id,last_modified_by_id,last_modified_date_id,approved_by_id,approved_by_date_id,ver_start_date_id,ver_end_date_id,ver_desc
64,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,260,EY_UNKNOWN (0000000260),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
65,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,310,EY_UNKNOWN (0000000310),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
66,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,320,EY_UNKNOWN (0000000320),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
67,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,321,EY_UNKNOWN (0000000321),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
68,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,322,EY_UNKNOWN (0000000322),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
69,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,325,EY_UNKNOWN (0000000325),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
70,5,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0020,EY_UNKNOWN (P0020),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
71,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,56,EY_UNKNOWN (0000000056),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
72,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,94,EY_UNKNOWN (0000000094),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
73,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,235,EY_UNKNOWN (0000000235),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
74,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,246,EY_UNKNOWN (0000000246),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
75,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0010,EY_UNKNOWN (P0010),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
76,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0011,EY_UNKNOWN (P0011),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
77,6,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0050,EY_UNKNOWN (P0050),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
78,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,66,EY_UNKNOWN (0000000066),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
79,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,216,EY_UNKNOWN (0000000216),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
80,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,223,EY_UNKNOWN (0000000223),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
81,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,259,EY_UNKNOWN (0000000259),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
82,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,264,EY_UNKNOWN (0000000264),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
83,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,265,EY_UNKNOWN (0000000265),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
84,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,268,EY_UNKNOWN (0000000268),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
85,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,275,EY_UNKNOWN (0000000275),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
86,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,301,EY_UNKNOWN (0000000301),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
87,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,302,EY_UNKNOWN (0000000302),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
88,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,316,EY_UNKNOWN (0000000316),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
89,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,318,EY_UNKNOWN (0000000318),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
90,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,327,EY_UNKNOWN (0000000327),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
91,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,335,EY_UNKNOWN (0000000335),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
92,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,338,EY_UNKNOWN (0000000338),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
93,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,513,EY_UNKNOWN (0000000513),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
94,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0010,EY_UNKNOWN (P0010),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
95,8,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0019,EY_UNKNOWN (P0019),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
96,9,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,56,EY_UNKNOWN (0000000056),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
97,9,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,307,EY_UNKNOWN (0000000307),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
98,9,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,324,EY_UNKNOWN (0000000324),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
99,9,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0010,EY_UNKNOWN (P0010),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
100,9,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0011,EY_UNKNOWN (P0011),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
101,9,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,P0050,EY_UNKNOWN (P0050),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,Intercompany,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
102,10,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,315,EY_UNKNOWN (0000000315),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
103,10,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,323,EY_UNKNOWN (0000000323),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
104,10,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,331,EY_UNKNOWN (0000000331),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
105,10,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,332,EY_UNKNOWN (0000000332),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
106,10,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,19000101,340,EY_UNKNOWN (0000000340),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,19000101,EY_NA,0,0,third party,0,19000101,0,0,19000101,0,19000101,20141115,NULL,EY_MISSING_VALUE_ETL_STAGE
